gamma,state,exact_value,mc_value,mc_sample_std,mc_stderr,mc_ci_lower_95,mc_ci_upper_95,absolute_error,exact_rank_within_gamma,mc_rank_within_gamma,num_time_steps,num_trajectories
0.0,Chat,0.3,0.19,1.315755342460034,0.13157553424600338,-0.06788804712216662,0.4478880471221666,0.10999999999999999,4,4,50,100
0.0,Coffee,2.1,2.21,0.5182526976156117,0.05182526976156117,2.1084224712673403,2.3115775287326596,0.10999999999999988,2,2,50,100
0.0,Computer,2.8,2.34,2.78966346038769,0.278966346038769,1.7932259617640125,2.886774038235987,0.45999999999999996,1,1,50,100
0.0,Home,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3,3,50,100
0.05,Chat,0.37449414156033234,0.3586127831141867,1.3987806444914892,0.1398780644491489,0.08445177679385485,0.6327737894345186,0.015881358446145633,4,4,50,100
0.05,Coffee,2.152940253213472,2.15090401397832,0.6183252947036916,0.06183252947036916,2.0297122562163965,2.2720957717402435,0.0020362392351520597,2,2,50,100
0.05,Computer,2.906825699279282,2.8055453071866108,2.7611463566680516,0.27611463566680516,2.2643606212796725,3.346729993093549,0.10128039209267126,1,1,50,100
0.05,Home,1.0753183557363601,1.0797404999654816,0.03418524398749465,0.0034185243987494653,1.0730401921439328,1.0864408077870304,0.004422144229121461,3,3,50,100
0.1,Chat,0.45788320075501254,0.4677521201579182,1.460852322218672,0.1460852322218672,0.1814250650030585,0.754079175312778,0.009868919402905685,4,4,50,100
0.1,Coffee,2.2146623101638125,2.181222968003727,0.6013896082338975,0.06013896082338975,2.063350604789883,2.299095331217571,0.033439342160085594,2,2,50,100
0.1,Computer,3.02319315046619,3.1579864109086686,2.5333046816646263,0.25333046816646265,2.661458693302402,3.6545141285149354,0.1347932604424784,1,1,50,100
0.1,Home,1.1580707366027154,1.1703455733114663,0.07922418044553989,0.00792241804455399,1.1548176339441405,1.185873512678792,0.012274836708750847,3,3,50,100
0.15000000000000002,Chat,0.5517652326117474,0.4591744783260847,1.4880143706187774,0.14880143706187773,0.16752366168480437,0.750825294967365,0.09259075428566266,4,4,50,100
0.15000000000000002,Coffee,2.2867567922402765,2.227893817329895,0.5905477114757396,0.05905477114757396,2.11214646588065,2.3436411687791403,0.05886297491038128,2,2,50,100
0.15000000000000002,Computer,3.1506696977479565,3.346023877089566,2.773472162850983,0.2773472162850983,2.8024233331707733,3.889624421008359,0.1953541793416096,1,1,50,100
0.15000000000000002,Home,1.2496762720158423,1.2490035991722785,0.09153110675911842,0.009153110675911843,1.2310635022474914,1.2669436960970657,0.0006726728435637597,3,3,50,100
0.2,Chat,0.6581344540926848,0.6005394593052772,1.705960613831633,0.1705960613831633,0.2661711789942771,0.9349077396162773,0.057594994787407594,4,4,50,100
0.2,Coffee,2.371211419895947,2.389248190574706,0.725003918839524,0.0725003918839524,2.2471474224821595,2.5313489586672526,0.018036770678758973,2,2,50,100
0.2,Computer,3.291209198126307,3.586405433326637,2.532190732334032,0.2532190732334032,3.0900960497891665,4.082714816864107,0.29519623520032967,1,1,50,100
0.2,Home,1.3519283108996314,1.3670731006045913,0.14990777499444796,0.014990777499444797,1.3376911767056796,1.396455024503503,0.015144789704959916,3,3,50,100
0.25,Chat,0.7795122317838488,0.6983676518517388,1.7101825695021207,0.17101825695021206,0.3631718682293231,1.0335634354741545,0.08114457993211,4,4,50,100
0.25,Coffee,2.470542256961407,2.6412079300495583,1.0046030793986207,0.10046030793986208,2.444305726487429,2.838110133611688,0.1706656730881515,2,2,50,100
0.25,Computer,3.4472811995039647,3.4546818884976602,2.909049100786132,0.2909049100786132,2.8845082647435785,4.024855512251742,0.007400688993695503,1,1,50,100
0.25,Home,1.467122618466048,1.4338038314651949,0.1461708776829131,0.01461708776829131,1.405154339439344,1.4624533234910457,0.03331878700085311,3,3,50,100
0.30000000000000004,Chat,0.9191339604849462,0.8038935287560794,1.7207228842645361,0.1720722884264536,0.4666318434402304,1.1411552140719285,0.11524043172886678,4,4,50,100
0.30000000000000004,Coffee,2.587980900306906,2.4583206839273197,0.8419448088103001,0.08419448088103001,2.293299501400501,2.6233418664541386,0.12966021637958614,2,2,50,100
0.30000000000000004,Computer,3.6220556932643317,3.3255986098101857,3.128158693991547,0.3128158693991547,2.712479505787843,3.9387177138325287,0.296457083454146,1,1,50,100
0.30000000000000004,Home,1.5982411073619862,1.6065792357284174,0.24508061393431438,0.024508061393431438,1.5585434353972918,1.654615036059543,0.008338128366431219,3,3,50,100
0.35000000000000003,Chat,1.0812218750344997,1.0915164884533775,1.9816486640636126,0.19816486640636127,0.7031133502969094,1.4799196266098456,0.010294613418877718,4,4,50,100
0.35000000000000003,Coffee,2.7277476678607186,2.7693285765901665,1.0736885506154799,0.10736885506154799,2.5588856206695323,2.9797715325108007,0.04158090872944786,2,2,50,100
0.35000000000000003,Computer,3.8196734300305892,4.074991987020627,2.7468548698682556,0.27468548698682554,3.5366084325264486,4.613375541514805,0.2553185569900376,1,1,50,100
0.35000000000000003,Home,1.7492211056968363,1.7814623126724638,0.31226449599304607,0.031226449599304606,1.7202584714578268,1.8426661538871008,0.03224120697562749,3,3,50,100
0.4,Chat,1.2713938552334665,1.6945060730183317,2.1244747033122655,0.21244747033122655,1.2781090311691277,2.1109031148675355,0.4231122177848652,4,4,50,100
0.4,Coffee,2.8954608574900194,3.112752594519996,1.325265419425623,0.1325265419425623,2.853000572312574,3.3725046167274177,0.2172917370299765,2,2,50,100
0.4,Computer,4.045651796563097,3.8857961461650454,2.920511200046219,0.2920511200046219,3.3133759509559866,4.458216341374104,0.15985565039805127,1,1,50,100
0.4,Home,1.9253601805242146,1.9139761251150946,0.3517948756259934,0.03517948756259934,1.8450243294924,1.9829279207377892,0.01138405540912002,3,3,50,100
0.45,Chat,1.4972946773807778,1.3231201897064722,2.1786185217063694,0.21786185217063694,0.8961109594520238,1.7501294199609205,0.17417448767430566,4,4,50,100
0.45,Coffee,3.0987685451773532,3.2512271153811088,1.4586103096648437,0.14586103096648437,2.9653394946867992,3.5371147360754183,0.15245857020375553,2,2,50,100
0.45,Computer,4.307512636326971,4.596135589282818,3.203411773707711,0.32034117737077106,3.968266881636107,5.22400429692953,0.2886229529558477,1,1,50,100
0.45,Home,2.1339429289478407,2.1333797082260197,0.47369694764163334,0.047369694764163334,2.0405351064882598,2.2262243099637797,0.0005632207218209118,3,3,50,100
0.5,Chat,1.7696053116930994,1.7579888383898126,2.172944523396089,0.2172944523396089,1.332091711804179,2.183885964975446,0.011616473303286856,4,4,50,100
0.5,Coffee,3.348358539284394,3.5525180150017635,1.7868853742414468,0.17868853742414467,3.2022884816504398,3.902747548353087,0.20415947571736925,2,2,50,100
0.5,Computer,4.61578753227591,4.696597727647729,2.928857612774989,0.2928857612774989,4.122541635543832,5.270653819751627,0.08081019537181966,1,1,50,100
0.5,Home,2.385245296938396,2.4271332395939176,0.5980785451585742,0.05980785451585742,2.3099098447428372,2.544356634444998,0.04188794265552165,3,3,50,100
0.55,Chat,2.1037241539433835,2.0327760911472805,2.4008758096650644,0.24008758096650645,1.5622044324529278,2.503347749841633,0.070948062796103,4,4,50,100
0.55,Coffee,3.6596403996799856,3.720513953150467,1.7375068408956762,0.17375068408956762,3.3799626123349142,4.06106529396602,0.0608735534704814,2,2,50,100
0.55,Computer,4.985694349359467,4.713828133253838,3.33804155493246,0.333804155493246,4.059571988487075,5.3680842780206,0.27186621610562955,1,1,50,100
0.55,Home,2.6942102804917,2.7975487232467002,0.7493087772581484,0.07493087772581483,2.6506842029041033,2.944413243589297,0.10333844275500015,3,3,50,100
0.6000000000000001,Chat,2.522707941305102,1.9814759399506428,2.4521872727965475,0.24521872727965474,1.5008472344825194,2.462104645418766,0.5412320013544591,4,4,50,100
0.6000000000000001,Coffee,4.0556872953788705,4.0240168662918805,1.7272192539624212,0.17272192539624212,3.685481892515246,4.362551840068515,0.031670429086990026,2,2,50,100
0.6000000000000001,Computer,5.440072686001857,4.853840605333467,3.722744327474552,0.3722744327474552,4.124182717148455,5.583498493518479,0.58623208066839,1,1,50,100
0.6000000000000001,Home,3.0833827357479713,3.0734996931593046,0.9277250026009766,0.09277250026009766,2.891665592649513,3.255333793669096,0.00988304258866668,3,3,50,100
0.65,Chat,3.0627317822402005,2.7101363225478745,2.966104915972346,0.2966104915972346,2.1287797590172945,3.2914928860784545,0.352595459692326,4,4,50,100
0.65,Coffee,4.572697157622548,5.114446144155477,2.5997252882912223,0.25997252882912225,4.6048999876503975,5.623992300660556,0.5417489865329292,2,2,50,100
0.65,Computer,6.014837554821734,6.24263644067163,3.581409029911336,0.3581409029911336,5.540680270809008,6.944592610534252,0.2277988858498956,1,1,50,100
0.65,Home,3.588362721824309,3.5477646412858843,1.1161315825209281,0.11161315825209281,3.3290028511117824,3.7665264314599862,0.04059808053842451,3,3,50,100
0.7000000000000001,Chat,3.784006856671364,2.9813665317735816,3.3191223646072534,0.3319122364607253,2.33081854831056,3.6319145152366032,0.8026403248977823,4,4,50,100
0.7000000000000001,Coffee,5.270911715235364,5.428074749062226,2.5861696005939048,0.2586169600593905,4.921185507345821,5.934963990778631,0.15716303382686192,2,2,50,100
0.7000000000000001,Computer,6.769889732907363,6.3807349744814985,4.193970405473147,0.4193970405473147,5.558716775008762,7.202753173954235,0.3891547584258648,1,1,50,100
0.7000000000000001,Home,4.2687159535496395,4.256298814564143,1.654964943089268,0.1654964943089268,3.931925685718647,4.58067194340964,0.012417138985496123,3,3,50,100
0.75,Chat,4.794793358652733,4.965608092911158,3.962035732198544,0.39620357321985444,4.1890490894002435,5.742167096422073,0.17081473425842564,4,4,50,100
0.75,Coffee,6.258631018362509,5.869443875044564,3.434776450232867,0.3434776450232867,5.196227690798922,6.542660059290206,0.3891871433179448,2,2,50,100
0.75,Computer,7.81312023614594,8.128479906219756,4.050358433035303,0.40503584330353026,7.334609653344836,8.922350159094675,0.31535967007381593,1,1,50,100
