gamma,state,value,sample_std,stderr,ci_lower_95,ci_upper_95,rank_within_gamma,num_time_steps,num_trajectories,method
0.0,Computer,2.34,2.78966346038769,0.278966346038769,1.7932259617640125,2.886774038235987,1,50,100,monte_carlo
0.0,Coffee,2.21,0.5182526976156117,0.05182526976156117,2.1084224712673403,2.3115775287326596,2,50,100,monte_carlo
0.0,Home,1.0,0.0,0.0,1.0,1.0,3,50,100,monte_carlo
0.0,Chat,0.19,1.315755342460034,0.13157553424600338,-0.06788804712216662,0.4478880471221666,4,50,100,monte_carlo
0.05,Computer,2.8055453071866108,2.7611463566680516,0.27611463566680516,2.2643606212796725,3.346729993093549,1,50,100,monte_carlo
0.05,Coffee,2.15090401397832,0.6183252947036916,0.06183252947036916,2.0297122562163965,2.2720957717402435,2,50,100,monte_carlo
0.05,Home,1.0797404999654816,0.03418524398749465,0.0034185243987494653,1.0730401921439328,1.0864408077870304,3,50,100,monte_carlo
0.05,Chat,0.3586127831141867,1.3987806444914892,0.1398780644491489,0.08445177679385485,0.6327737894345186,4,50,100,monte_carlo
0.1,Computer,3.1579864109086686,2.5333046816646263,0.25333046816646265,2.661458693302402,3.6545141285149354,1,50,100,monte_carlo
0.1,Coffee,2.181222968003727,0.6013896082338975,0.06013896082338975,2.063350604789883,2.299095331217571,2,50,100,monte_carlo
0.1,Home,1.1703455733114663,0.07922418044553989,0.00792241804455399,1.1548176339441405,1.185873512678792,3,50,100,monte_carlo
0.1,Chat,0.4677521201579182,1.460852322218672,0.1460852322218672,0.1814250650030585,0.754079175312778,4,50,100,monte_carlo
0.15000000000000002,Computer,3.346023877089566,2.773472162850983,0.2773472162850983,2.8024233331707733,3.889624421008359,1,50,100,monte_carlo
0.15000000000000002,Coffee,2.227893817329895,0.5905477114757396,0.05905477114757396,2.11214646588065,2.3436411687791403,2,50,100,monte_carlo
0.15000000000000002,Home,1.2490035991722785,0.09153110675911842,0.009153110675911843,1.2310635022474914,1.2669436960970657,3,50,100,monte_carlo
0.15000000000000002,Chat,0.4591744783260847,1.4880143706187774,0.14880143706187773,0.16752366168480437,0.750825294967365,4,50,100,monte_carlo
0.2,Computer,3.586405433326637,2.532190732334032,0.2532190732334032,3.0900960497891665,4.082714816864107,1,50,100,monte_carlo
0.2,Coffee,2.389248190574706,0.725003918839524,0.0725003918839524,2.2471474224821595,2.5313489586672526,2,50,100,monte_carlo
0.2,Home,1.3670731006045913,0.14990777499444796,0.014990777499444797,1.3376911767056796,1.396455024503503,3,50,100,monte_carlo
0.2,Chat,0.6005394593052772,1.705960613831633,0.1705960613831633,0.2661711789942771,0.9349077396162773,4,50,100,monte_carlo
0.25,Computer,3.4546818884976602,2.909049100786132,0.2909049100786132,2.8845082647435785,4.024855512251742,1,50,100,monte_carlo
0.25,Coffee,2.6412079300495583,1.0046030793986207,0.10046030793986208,2.444305726487429,2.838110133611688,2,50,100,monte_carlo
0.25,Home,1.4338038314651949,0.1461708776829131,0.01461708776829131,1.405154339439344,1.4624533234910457,3,50,100,monte_carlo
0.25,Chat,0.6983676518517388,1.7101825695021207,0.17101825695021206,0.3631718682293231,1.0335634354741545,4,50,100,monte_carlo
0.30000000000000004,Computer,3.3255986098101857,3.128158693991547,0.3128158693991547,2.712479505787843,3.9387177138325287,1,50,100,monte_carlo
0.30000000000000004,Coffee,2.4583206839273197,0.8419448088103001,0.08419448088103001,2.293299501400501,2.6233418664541386,2,50,100,monte_carlo
0.30000000000000004,Home,1.6065792357284174,0.24508061393431438,0.024508061393431438,1.5585434353972918,1.654615036059543,3,50,100,monte_carlo
0.30000000000000004,Chat,0.8038935287560794,1.7207228842645361,0.1720722884264536,0.4666318434402304,1.1411552140719285,4,50,100,monte_carlo
0.35000000000000003,Computer,4.074991987020627,2.7468548698682556,0.27468548698682554,3.5366084325264486,4.613375541514805,1,50,100,monte_carlo
0.35000000000000003,Coffee,2.7693285765901665,1.0736885506154799,0.10736885506154799,2.5588856206695323,2.9797715325108007,2,50,100,monte_carlo
0.35000000000000003,Home,1.7814623126724638,0.31226449599304607,0.031226449599304606,1.7202584714578268,1.8426661538871008,3,50,100,monte_carlo
0.35000000000000003,Chat,1.0915164884533775,1.9816486640636126,0.19816486640636127,0.7031133502969094,1.4799196266098456,4,50,100,monte_carlo
0.4,Computer,3.8857961461650454,2.920511200046219,0.2920511200046219,3.3133759509559866,4.458216341374104,1,50,100,monte_carlo
0.4,Coffee,3.112752594519996,1.325265419425623,0.1325265419425623,2.853000572312574,3.3725046167274177,2,50,100,monte_carlo
