gamma,state,value,sample_variance,sample_std,stderr,ci_lower_95,ci_upper_95,ci_width_95,rank_within_gamma,num_time_steps,num_trajectories,method
0.1,Chat,0.37813127238889527,2.172535977989716,1.473952501944929,0.06591715979909504,0.24893363918266898,0.5073289055951216,0.2583952664124526,4,50,500,monte_carlo
0.12,Computer,2.1893939545766026,10.713974751357611,3.2732208528233486,1.0350833179680565,0.16063065135921173,4.218157257793994,4.057526606434782,1,50,10,monte_carlo
0.12,Coffee,2.1220578787556077,0.4767290541529893,0.6904556858720111,0.21834125907692967,1.6941090109648256,2.55000674654639,0.8558977355815642,2,50,10,monte_carlo
0.12,Home,1.2082165248191514,0.00931011385470915,0.09648893125488099,0.030512479176083265,1.1484120656340282,1.2680209840042747,0.1196089183702464,3,50,10,monte_carlo
0.12,Chat,0.3650018075902351,1.8910948900425808,1.3751708584908935,0.43486720847203236,-0.48733792101494827,1.2173415361954185,1.7046794572103667,4,50,10,monte_carlo
0.12,Computer,2.6520441317469854,7.494029264448247,2.7375224683001687,0.612128632905219,1.452272011252756,3.851816252241215,2.3995442409884586,1,50,20,monte_carlo
0.12,Coffee,2.2535927661158874,0.15755705130904749,0.39693456804497074,0.08875726767680703,2.0796285214693455,2.4275570107624294,0.34792848929308356,2,50,20,monte_carlo
0.12,Home,1.2143456751219648,0.005559472410017646,0.07456186967892936,0.016672540913156647,1.1816674949321777,1.2470238553117519,0.06535636037957405,3,50,20,monte_carlo
0.12,Chat,0.40175428716578426,2.380629886745265,1.5429289960154566,0.3450094119546063,-0.2744641602652442,1.0779727345968126,1.3524368948620569,4,50,20,monte_carlo
0.12,Computer,3.9863650299534266,5.133295911067786,2.2656778038961733,0.3204152278237658,3.3583511834188458,4.614378876488008,1.2560276930691618,1,50,50,monte_carlo
0.12,Coffee,2.1858391084335755,0.3740854454086798,0.6116252491588945,0.0864968722450332,2.0163052388333105,2.3553729780338406,0.3390677392005302,2,50,50,monte_carlo
0.12,Home,1.2004254686053708,0.008475439602650684,0.09206215076050898,0.013019554218674834,1.174907142336768,1.2259437948739735,0.05103665253720535,3,50,50,monte_carlo
0.12,Chat,0.22069460067376007,2.374484784794601,1.5409363337901412,0.2179213061999492,-0.2064311594781404,0.6478203608256605,0.8542515203038009,4,50,50,monte_carlo
0.12,Computer,2.874448570097547,7.442641246658069,2.7281204604375646,0.2728120460437565,2.3397369598517845,3.4091601803433096,1.0694232204915253,1,50,100,monte_carlo
0.12,Coffee,2.2397791078047833,0.38954519353325223,0.6241355570172654,0.06241355570172654,2.1174485386293993,2.3621096769801673,0.24466113835076803,2,50,100,monte_carlo
0.12,Home,1.199251140795341,0.006438581741043252,0.08024077355710905,0.008024077355710906,1.1835239491781477,1.2149783324125343,0.03145438323438675,3,50,100,monte_carlo
0.12,Chat,0.8101512280444655,2.121021679350585,1.4563727817254017,0.14563727817254019,0.5247021628262867,1.0956002932626443,0.5708981304363575,4,50,100,monte_carlo
0.12,Computer,3.2583156819087926,6.567871583404655,2.5627859027637587,0.1146112698071586,3.033677593086762,3.4829537707308234,0.44927617764406175,1,50,500,monte_carlo
0.12,Coffee,2.260515609626556,0.437958106097117,0.6617840328212196,0.029595881676243975,2.202507681541118,2.3185235377119944,0.11601585617087638,2,50,500,monte_carlo
0.12,Home,1.1914927141032925,0.006188930663463423,0.07866975698108786,0.0035182184876620215,1.1845970058674749,1.1983884223391101,0.013791416471635124,3,50,500,monte_carlo
0.12,Chat,0.38965890626256683,2.1907104270684896,1.480104870294159,0.06619230207612498,0.25992199419336187,0.5193958183317717,0.2594738241384099,4,50,500,monte_carlo
0.14,Computer,2.6957792433197736,11.662988612631384,3.4151118008977956,1.0799531754956502,0.5790710193482993,4.812487467291248,4.233416447942949,1,50,10,monte_carlo
0.14,Coffee,2.165373046385487,0.47595017292919706,0.6898914211158137,0.21816282289363534,1.737773913513962,2.5929721792570124,0.8551982657430505,2,50,10,monte_carlo
0.14,Home,1.2050979513754645,0.0036573635963876605,0.06047614072001999,0.019124234877211845,1.1676144510161293,1.2425814517347997,0.07496700071867043,3,50,10,monte_carlo
0.14,Chat,-0.29142338072481494,1.3872974311328516,1.1778359101049907,0.3724644185869103,-1.0214536411551591,0.4386068797055293,1.4600605208606885,4,50,10,monte_carlo
0.14,Computer,2.4534450476544114,11.338635691130861,3.367289071512997,0.7529487263795211,0.9776655439505499,3.929224551358273,2.951559007407723,1,50,20,monte_carlo
0.14,Coffee,2.211414112871134,0.6525463829502768,0.8078034308854332,0.18063033839173817,1.8573786496233273,2.565449576118941,0.7080709264956137,2,50,20,monte_carlo
0.14,Home,1.2110622894049787,0.00683829510957029,0.0826939847242246,0.01849093711736954,1.1748200526549344,1.247304526155023,0.07248447350008859,3,50,20,monte_carlo
0.14,Chat,0.7965931161808768,1.9714185372574764,1.4040721268002854,0.3139600720838142,0.1812313748966009,1.4119548574651528,1.2307234825685518,4,50,20,monte_carlo
0.14,Computer,2.706504535132524,7.663941500392962,2.768382470034255,0.39150840349583715,1.939148064280683,3.4738610059843644,1.5347129417036816,1,50,50,monte_carlo
0.14,Coffee,2.29375092228238,0.3856129873295073,0.6209774451053012,0.0878194724795711,2.1216247562224204,2.4658770883423395,0.34425233211991874,2,50,50,monte_carlo
0.14,Home,1.252911823640183,0.01323251458249685,0.11503266745797408,0.016268075843502112,1.221026394986919,1.2847972522934472,0.06377085730652828,3,50,50,monte_carlo
0.14,Chat,0.6901812553025836,2.5738424753837976,1.6043199417148057,0.22688510199586914,0.24548645539068004,1.134876055214487,0.889389599823807,4,50,50,monte_carlo
0.14,Computer,2.998501124141068,7.346358662507256,2.7104166953638797,0.271041669536388,2.4672594518497477,3.5297427964323886,1.062483344582641,1,50,100,monte_carlo
0.14,Coffee,2.3191759600781485,0.441247202516578,0.6642644070824343,0.06642644070824343,2.188980136289991,2.449371783866306,0.2603916475763142,2,50,100,monte_carlo
0.14,Home,1.2397487666044023,0.007660736848041578,0.0875256353763946,0.00875256353763946,1.222593742070629,1.2569037911381755,0.034310049067546686,3,50,100,monte_carlo
0.14,Chat,0.5904921311965776,2.371542422462389,1.5399813058808178,0.1539981305880818,0.2886557952439373,0.892328467149218,0.6036726719052806,4,50,100,monte_carlo
0.14,Computer,3.173516984954857,6.56574902581471,2.5623717579255962,0.11459274868694537,2.948915197528444,3.39811877238127,0.44920357485282586,1,50,500,monte_carlo
0.14,Coffee,2.2207231028166468,0.4330952002715959,0.6580996887034638,0.029431112798247908,2.1630381217320807,2.278408083901213,0.1153699621691318,2,50,500,monte_carlo
0.14,Home,1.2271860703338293,0.007247201707970978,0.08513049810714711,0.003807151614519962,1.2197240531693703,1.2346480874982884,0.014924034328918251,3,50,500,monte_carlo
0.14,Chat,0.4728679994149529,2.3913850245739563,1.546410367455533,0.06915757405482,0.3373191542675057,0.6084168445624001,0.2710976902948944,4,50,500,monte_carlo
0.16,Computer,2.3885915255070986,11.469830650638043,3.38671384244935,1.0709729525360592,0.28948453853642286,4.487698512477774,4.1982139739413515,1,50,10,monte_carlo
0.16,Coffee,2.165396583295382,0.2765435053092389,0.5258740393946433,0.16629597268401866,1.8394564768347055,2.4913366897560585,0.6518802129213531,2,50,10,monte_carlo
0.16,Home,1.2363548452031137,0.003600623671156456,0.06000519703456073,0.018975309407639328,1.1991632387641407,1.2735464516420867,0.07438321287794616,3,50,10,monte_carlo
0.16,Chat,1.0830177727240495,2.236753236801765,1.4955778939265467,0.4729432563005592,0.15604899037495346,2.0099865550731457,1.8539375646981922,4,50,10,monte_carlo
0.16,Computer,4.047559591411369,7.468065774155642,2.7327762027205305,0.6110673356576851,2.8498676135223064,5.245251569300432,2.395383955778126,1,50,20,monte_carlo
0.16,Coffee,2.2105469408638068,0.6254715068271853,0.7908675659218712,0.17684336386011001,1.863933947697991,2.5571599340296225,0.6932259863316312,2,50,20,monte_carlo
