gamma,state,exact_value,mc_value,mc_sample_std,mc_stderr,mc_ci_lower_95,mc_ci_upper_95,absolute_error,exact_rank_within_gamma,mc_rank_within_gamma,num_time_steps,num_trajectories
0.0,Chat,0.3,0.44,1.335755375898755,0.1335755375898755,0.178191946323844,0.701808053676156,0.14,4,4,20,100
0.0,Coffee,2.1,2.04,0.5671121243776769,0.05671121243776769,1.9288460236219753,2.1511539763780245,0.06000000000000005,2,2,20,100
0.0,Computer,2.8,3.18,2.39266556059314,0.239266556059314,2.711037550123745,3.6489624498762554,0.38000000000000034,1,1,20,100
0.0,Home,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3,3,20,100
0.05,Chat,0.37449414156033234,0.4221225011548443,1.4408034106383543,0.14408034106383544,0.13972503266972686,0.7045199696399618,0.04762835959451195,4,4,20,100
0.05,Coffee,2.152940253213472,2.1424260208612034,0.504273643386055,0.05042736433860549,2.0435883867575364,2.2412636549648703,0.010514232352268671,2,2,20,100
0.05,Computer,2.906825699279282,3.22236586154913,2.579721988257753,0.2579721988257753,2.7167403518506106,3.72799137124765,0.31554016226984816,1,1,20,100
0.05,Home,1.0753183557363601,1.070480864107775,0.02681064105635341,0.002681064105635341,1.0652259784607296,1.0757357497548203,0.0048374916285851555,3,3,20,100
0.1,Chat,0.45788320075501254,0.4533295096836795,1.4432504922522997,0.14432504922522998,0.17045241320222876,0.7362066061651302,0.004553691071333021,4,4,20,100
0.1,Coffee,2.2146623101638125,2.0619609247215673,0.5859231840701121,0.058592318407011214,1.9471199806438253,2.176801868799309,0.1527013854422452,2,2,20,100
0.1,Computer,3.02319315046619,3.1612970717806137,2.6097402082034584,0.2609740208203458,2.6497879909727358,3.6728061525884916,0.1381039213144235,1,1,20,100
0.1,Home,1.1580707366027154,1.1564557520297158,0.06471747508999845,0.006471747508999845,1.143771126912076,1.1691403771473556,0.0016149845729995782,3,3,20,100
0.15000000000000002,Chat,0.5517652326117474,0.482072738470982,1.5053698293426139,0.15053698293426138,0.18702025191982968,0.7771252250221343,0.0696924941407654,4,4,20,100
